UNITID,COSTT4_A,COSTT4_P
101648,18568,NULL
491622,18577,NULL
481058,18621,NULL
178387,18632,NULL
114266,18639,NULL
155681,18657,NULL
110486,18661,NULL
240462,18670,NULL
446163,18677,NULL
237215,18685,NULL
161244,18704,NULL
200572,18712,NULL
118772,18713,NULL
200226,18727,NULL
240426,18731,NULL
145354,18732,NULL
215239,18738,NULL
152637,18741,NULL
182281,18756,NULL
197692,18780,NULL
117867,18781,NULL
176789,18784,NULL
183150,18794,NULL
481438,18800,NULL
207236,18803,NULL
106485,18822,NULL
451398,18833,NULL
183257,18834,NULL
442435,18843,NULL
476975,18869,NULL
113980,18895,NULL
215983,18916,NULL
229027,18923,NULL
198206,18927,NULL
220464,18928,NULL
206695,18929,NULL
484905,18930,NULL
230038,18936,NULL
117706,18941,NULL
102553,18946,NULL
449083,18947,NULL
155052,18948,NULL
199759,18955,NULL
237172,18956,NULL
486257,18967,NULL
126748,18968,NULL
148876,18988,NULL
420042,18992,NULL
493798,18997,NULL
132709,19007,NULL
445027,19021,NULL
491057,19027,NULL
436827,19030,NULL
118718,19055,NULL
156417,19055,NULL
159416,19065,NULL
449931,19078,NULL
222105,19085,NULL
194763,19100,NULL
237598,19110,NULL
107840,19113,NULL
110510,19114,NULL
138655,19124,NULL
139764,19125,NULL
140012,19125,NULL
242972,19132,NULL
102614,19135,NULL
237899,19144,NULL
174738,19165,NULL
199148,19179,NULL
243443,19185,NULL
183105,19186,NULL
227429,19189,NULL
138664,19192,NULL
167525,19203,NULL
110334,19207,NULL
241331,19215,NULL
151102,19224,NULL
161767,19226,NULL
388520,19247,NULL
384421,19250,NULL
434751,19286,NULL
480091,19295,NULL
481410,19300,NULL
488314,19300,NULL
461023,19304,NULL
138716,19309,NULL
187985,19351,NULL
106467,19361,NULL
117247,19375,NULL
133951,19384,NULL
229179,19418,NULL
113573,19432,NULL
225502,19441,NULL
107992,19443,NULL
224545,19447,NULL
194657,19450,NULL
204884,19460,NULL
136172,19469,NULL
159717,19489,NULL
404426,19517,NULL
181783,19521,NULL
155025,19526,NULL
197531,19537,NULL
106412,19541,NULL
161554,19582,NULL
237525,19586,NULL
219426,19587,NULL
168847,19593,NULL
155308,19599,NULL
483595,19627,NULL
174783,19635,NULL
230047,19641,NULL
197869,19661,NULL
442842,19667,NULL
240417,19704,NULL
196264,19726,NULL
188030,19760,NULL
163204,19764,NULL
201690,19769,NULL
196237,19786,NULL
110608,19794,NULL
181394,19797,NULL
176965,19802,NULL
139366,19807,NULL
222831,19810,NULL
217989,19817,NULL
193247,19828,NULL
110583,19846,NULL
218706,19846,NULL
230603,19854,NULL
230728,19886,NULL
418223,19888,NULL
128258,19905,NULL
141981,19914,NULL
219480,19915,NULL
132408,19926,NULL
201803,19936,NULL
180489,19958,NULL
488077,19964,NULL
226833,19972,NULL
127565,19975,NULL
156082,20011,NULL
200590,20017,NULL
491817,20017,NULL
207661,20029,NULL
443696,20030,NULL
223472,20046,NULL
122834,20065,NULL
444583,20085,NULL
218520,20091,NULL
100690,20100,NULL
216311,20100,NULL
482149,20115,NULL
199111,20127,NULL
441900,20132,NULL
151306,20146,NULL
240268,20174,NULL
447050,20187,NULL
205124,20200,NULL
197647,20207,NULL
100830,20225,NULL
486026,20232,NULL
178624,20235,NULL
214892,20240,NULL
240727,20258,NULL
193052,20260,NULL
139719,20264,NULL
230764,20303,NULL
176044,20315,NULL
181534,20321,NULL
228501,20332,NULL
155007,20338,NULL
226091,20362,NULL
199999,20382,NULL
106245,20416,NULL
156125,20418,NULL
233338,20438,NULL
141565,20440,NULL
207209,20447,NULL
446604,20447,NULL
229814,20456,NULL
218681,20465,NULL
235097,20480,NULL
175078,20481,NULL
219639,20485,NULL
480967,20522,NULL
177986,20535,NULL
262129,20563,NULL
209807,20571,NULL
480781,20578,NULL
214582,20588,NULL
204705,20601,NULL
142276,20652,NULL
386153,20664,NULL
175616,20678,NULL
176035,20684,NULL
461795,20685,NULL
186900,20700,NULL
443340,20720,NULL
228802,20730,NULL
218645,20735,NULL
139995,20737,NULL
224271,20754,NULL
169187,20770,NULL
189565,20782,NULL
243577,20820,NULL
443049,20830,NULL
159993,20851,NULL
173920,20858,NULL
159939,20864,NULL
492801,20867,NULL
179557,20872,NULL
119331,20895,NULL
173124,20919,NULL
219046,20937,NULL
439899,20949,NULL
486196,20950,NULL
225432,20995,NULL
141264,20998,NULL
154095,21047,NULL
438586,21048,NULL
216773,21053,NULL
490230,21060,NULL
133960,21064,NULL
480198,21072,NULL
160612,21073,NULL
157951,21084,NULL
169655,21087,NULL
459949,21104,NULL
482936,21119,NULL
180416,21124,NULL
151111,21127,NULL
110219,21134,NULL
137351,21134,NULL
178721,21146,NULL
207865,21147,NULL
215594,21147,NULL
134130,21151,NULL
413413,21167,NULL
463056,21187,NULL
221768,21200,NULL
204680,21206,NULL
199786,21220,NULL
188517,21239,NULL
220978,21241,NULL
115773,21249,NULL
102368,21251,NULL
159966,21275,NULL
183123,21290,NULL
132903,21309,NULL
122746,21322,NULL
461032,21340,NULL
157401,21349,NULL
171146,21376,NULL
219259,21388,NULL
212975,21390,NULL
145239,21434,NULL
455628,21441,NULL
192785,21451,NULL
101879,21502,NULL
171137,21509,NULL
142285,21525,NULL
145336,21549,NULL
101480,21560,NULL
110617,21576,NULL
197744,21600,NULL
204176,21615,NULL
228884,21620,NULL
142115,21621,NULL
122852,21627,NULL
178615,21640,NULL
178891,21674,NULL
237987,21678,NULL
122658,21683,NULL
190752,21683,NULL
217891,21685,NULL
102094,21694,NULL
441609,21700,NULL
201751,21702,NULL
377564,21705,NULL
183099,21707,NULL
213163,21728,NULL
153603,21740,NULL
445133,21745,NULL
199184,21755,NULL
133669,21761,NULL
179566,21859,NULL
144005,21867,NULL
168430,21870,NULL
218061,21888,NULL
100724,21892,NULL
485519,21900,NULL
159647,21927,NULL
128106,21950,NULL
442523,21969,NULL
240453,21984,NULL
175272,22003,NULL
213914,22013,NULL
401223,22025,NULL
180948,22030,NULL
187745,22036,NULL
212160,22036,NULL
157386,22059,NULL
178767,22069,NULL
180461,22073,NULL
194499,22081,NULL
189413,22086,NULL
230366,22097,NULL
249609,22123,NULL
189583,22129,NULL
127556,22143,NULL
126580,22169,NULL
228431,22178,NULL
211893,22192,NULL
200332,22201,NULL
494807,22212,NULL
219356,22230,NULL
454865,22239,NULL
196431,22246,NULL
134097,22278,NULL
439701,22284,NULL
493521,22289,NULL
198464,22301,NULL
126182,22317,NULL
220075,22323,NULL
476601,22350,NULL
172051,22353,NULL
146816,22360,NULL
237932,22361,NULL
110529,22365,NULL
219082,22365,NULL
231785,22380,NULL
480189,22382,NULL
233408,22400,NULL
106306,22405,NULL
208646,22408,NULL
417752,22425,NULL
486354,22447,NULL
110060,22453,NULL
224147,22459,NULL
226879,22459,NULL
490133,22466,NULL
175014,22472,NULL
237385,22507,NULL
221838,22509,NULL
493822,22512,NULL
128771,22518,NULL
174358,22525,NULL
366711,22531,NULL
189592,22534,NULL
137953,22571,NULL
224554,22575,NULL
151962,22581,NULL
456490,22583,NULL
139931,22608,NULL
201469,22631,NULL
131399,22638,NULL
490276,22638,NULL
442383,22640,NULL
101587,22645,NULL
228705,22645,NULL
243780,22645,NULL
238032,22680,NULL
101675,22684,NULL
126562,22702,NULL
151324,22718,NULL
228529,22730,NULL
490346,22764,NULL
183114,22769,NULL
176406,22784,NULL
203960,22784,NULL
204662,22786,NULL
233897,22795,NULL
197674,22800,NULL
161226,22802,NULL
210429,22810,NULL
178679,22811,NULL
123642,22814,NULL
174020,22819,NULL
492962,22827,NULL
489937,22830,NULL
187967,22878,NULL
165820,22881,NULL
227881,22885,NULL
162007,22891,NULL
178402,22897,NULL
170000,22919,NULL
451750,22932,NULL
160038,22940,NULL
130110,22945,NULL
160658,22948,NULL
180814,22961,NULL
447421,22962,NULL
186186,23000,NULL
107071,23005,NULL
106458,23009,NULL
206604,23009,NULL
219471,23016,NULL
200013,23022,NULL
196015,23026,NULL
366553,23041,NULL
107983,23044,NULL
151467,23045,NULL
203289,23093,NULL
483780,23102,NULL
169910,23106,NULL
130776,23110,NULL
196130,23111,NULL
200280,23119,NULL
178411,23123,NULL
457484,23131,NULL
475608,23142,NULL
229063,23173,NULL
126827,23174,NULL
481155,23176,NULL
106704,23185,NULL
377555,23189,NULL
229115,23191,NULL
196112,23194,NULL
149310,23207,NULL
170639,23239,NULL
163532,23250,NULL
380438,23253,NULL
163453,23254,NULL
446598,23254,NULL
161022,23255,NULL
182290,23256,NULL
188942,23280,NULL
493600,23300,NULL
448673,23310,NULL
133650,23312,NULL
181215,23319,NULL
196158,23327,NULL
176479,23334,NULL
106810,23348,NULL
110574,23357,NULL
225511,23361,NULL
209506,23366,NULL
122409,23367,NULL
204486,23382,NULL
156620,23384,NULL
409698,23389,NULL
151810,23393,NULL
138309,23396,NULL
141574,23405,NULL
221740,23436,NULL
100654,23445,NULL
206491,23450,NULL
228459,23453,NULL
199139,23478,NULL
450571,23497,NULL
237996,23503,NULL
198109,23513,NULL
220598,23551,NULL
491288,23560,NULL
171456,23578,NULL
488679,23591,NULL
160621,23592,NULL
156541,23624,NULL
231411,23636,NULL
218742,23660,NULL
234155,23673,NULL
147536,23675,NULL
486424,23675,NULL
141334,23684,NULL
160065,23715,NULL
219204,23721,NULL
159197,23769,NULL
227216,23770,NULL
171571,23778,NULL
174075,23804,NULL
417734,23818,NULL
165024,23845,NULL
127741,23864,NULL
189857,23867,NULL
127185,23881,NULL
130934,23888,NULL
228769,23902,NULL
207388,23906,NULL
197018,23926,NULL
219602,23931,NULL
193380,23937,NULL
229887,23938,NULL
194693,23950,NULL
202806,23956,NULL
480657,23962,NULL
196200,23964,NULL
456977,23989,NULL
106397,23997,NULL
234827,24008,NULL
202134,24010,NULL
451556,24023,NULL
192688,24044,NULL
176372,24047,NULL
196653,24060,NULL
199157,24075,NULL
426314,24124,NULL
144892,24125,NULL
417327,24131,NULL
220862,24139,NULL
225575,24148,NULL
179256,24180,NULL
454458,24181,NULL
206941,24185,NULL
128391,24194,NULL
199193,24202,NULL
113537,24217,NULL
102298,24220,NULL
199120,24220,NULL
233277,24234,NULL
218654,24235,NULL
449870,24236,NULL
185721,24239,NULL
149231,24244,NULL
142090,24258,NULL
213783,24278,NULL
170082,24280,NULL
175342,24285,NULL
461953,24285,NULL
147776,24295,NULL
148654,24309,NULL
218724,24313,NULL
448600,24314,NULL
193308,24323,NULL
159009,24332,NULL
196121,24340,NULL
163338,24348,NULL
113111,24369,NULL
235167,24371,NULL
181464,24400,NULL
150136,24439,NULL
436614,24449,NULL
167288,24458,NULL
221847,24458,NULL
237011,24465,NULL
106546,24470,NULL
218229,24474,NULL
178420,24481,NULL
196024,24486,NULL
446109,24502,NULL
122597,24513,NULL
211608,24513,NULL
480985,24516,NULL
161873,24521,NULL
365204,24525,NULL
201441,24529,NULL
172644,24541,NULL
127945,24570,NULL
175856,24570,NULL
161253,24581,NULL
475477,24585,NULL
216038,24600,NULL
200800,24604,NULL
155399,24626,NULL
174251,24636,NULL
176664,24641,NULL
162584,24650,NULL
431600,24654,NULL
217624,24695,NULL
445203,24717,NULL
457411,24754,NULL
482486,24764,NULL
176910,24769,NULL
153658,24806,NULL
178208,24811,NULL
199218,24837,NULL
230834,24841,NULL
168263,24844,NULL
100706,24861,NULL
212115,24870,NULL
188687,24875,NULL
419341,24876,NULL
443599,24887,NULL
180832,24917,NULL
485768,24942,NULL
201821,24950,NULL
451857,24963,NULL
384412,24964,NULL
196194,24970,NULL
219505,24972,NULL
154262,24978,NULL
115755,24991,NULL
169798,24994,NULL
446455,25007,NULL
196006,25043,NULL
230913,25051,NULL
163851,25057,NULL
211158,25058,NULL
215309,25059,NULL
486840,25059,NULL
110538,25073,NULL
169248,25078,NULL
219347,25078,NULL
494852,25078,NULL
225885,25082,NULL
206084,25118,NULL
369516,25119,NULL
223463,25150,NULL
441937,25150,NULL
227526,25164,NULL
205887,25173,NULL
488101,25188,NULL
460349,25224,NULL
183071,25244,NULL
102580,25250,NULL
372329,25256,NULL
377111,25295,NULL
174233,25326,NULL
187444,25327,NULL
185129,25328,NULL
234137,25329,NULL
443748,25331,NULL
222877,25381,NULL
130493,25413,NULL
419183,25413,NULL
494737,25453,NULL
190451,25460,NULL
175430,25475,NULL
225991,25478,NULL
235422,25478,NULL
156189,25490,NULL
456959,25495,NULL
436836,25497,NULL
100663,25542,NULL
421878,25550,NULL
216445,25554,NULL
176017,25562,NULL
225414,25567,NULL
436599,25569,NULL
196149,25585,NULL
151351,25587,NULL
153427,25591,NULL
196176,25615,NULL
196185,25628,NULL
196033,25633,NULL
367884,25637,NULL
487302,25662,NULL
154022,25683,NULL
164076,25697,NULL
203544,25698,NULL
211361,25716,NULL
232186,25717,NULL
232982,25722,NULL
122755,25747,NULL
176080,25778,NULL
196246,25786,NULL
165866,25810,NULL
208725,25822,NULL
145600,25831,NULL
126359,25835,NULL
203517,25836,NULL
185262,25863,NULL
459310,25900,NULL
213613,25916,NULL
216083,25924,NULL
494436,25929,NULL
440828,25945,NULL
137962,25963,NULL
213774,25964,NULL
212434,25979,NULL
174507,25985,NULL
163268,25997,NULL
213598,26008,NULL
101709,26018,NULL
372921,26025,NULL
227748,26027,NULL
445461,26035,NULL
375416,26050,NULL
377546,26056,NULL
185590,26067,NULL
236939,26068,NULL
445249,26110,NULL
216764,26114,NULL
412599,26125,NULL
447263,26144,NULL
213622,26174,NULL
107600,26178,NULL
421708,26201,NULL
366535,26202,NULL
155317,26204,NULL
119605,26208,NULL
368452,26226,NULL
196167,26266,NULL
196097,26270,NULL
149772,26287,NULL
237136,26291,NULL
211644,26294,NULL
193201,26296,NULL
451866,26300,NULL
218919,26306,NULL
147703,26312,NULL
216436,26325,NULL
447953,26346,NULL
106713,26390,NULL
240444,26393,NULL
406547,26395,NULL
167729,26423,NULL
213233,26439,NULL
232937,26439,NULL
425986,26464,NULL
133526,26503,NULL
140720,26534,NULL
123572,26537,NULL
150172,26540,NULL
196060,26563,NULL
172699,26567,NULL
490203,26570,NULL
369455,26600,NULL
482990,26602,NULL
147396,26614,NULL
494764,26618,NULL
244233,26642,NULL
140003,26646,NULL
137777,26650,NULL
382957,26655,NULL
213376,26676,NULL
164614,26691,NULL
445744,26736,NULL
160074,26751,NULL
448859,26761,NULL
250285,26762,NULL
466921,26763,NULL
475741,26763,NULL
170091,26764,NULL
160524,26820,NULL
236948,26825,NULL
194569,26841,NULL
196291,26864,NULL
201885,26892,NULL
178396,26902,NULL
487311,26931,NULL
496265,26948,NULL
196088,26958,NULL
474863,26995,NULL
459417,27000,NULL
237552,27011,NULL
215682,27025,NULL
215284,27031,NULL
211477,27042,NULL
104151,27056,NULL
218399,27066,NULL
488068,27091,NULL
228787,27120,NULL
146667,27166,NULL
220473,27168,NULL
204796,27202,NULL
139940,27206,NULL
440271,27217,NULL
173452,27230,NULL
233921,27283,NULL
486284,27284,NULL
438498,27285,NULL
450067,27294,NULL
188182,27310,NULL
139959,27329,NULL
459727,27335,NULL
237783,27336,NULL
163286,27343,NULL
141167,27354,NULL
228778,27397,NULL
129215,27425,NULL
461014,27446,NULL
104179,27461,NULL
215275,27461,NULL
430883,27463,NULL
137801,27474,NULL
136765,27493,NULL
126818,27513,NULL
214041,27526,NULL
417886,27548,NULL
455479,27573,NULL
248934,27578,NULL
209542,27595,NULL
481207,27600,NULL
482255,27606,NULL
132879,27611,NULL
363934,27651,NULL
174066,27654,NULL
494843,27659,NULL
150048,27661,NULL
102270,27665,NULL
159568,27669,NULL
196051,27687,NULL
209551,27717,NULL
475121,27732,NULL
443377,27733,NULL
126076,27734,NULL
438735,27755,NULL
220552,27758,NULL
239071,27793,NULL
128586,27810,NULL
231165,27813,NULL
216454,27833,NULL
207157,27838,NULL
230056,27859,NULL
186399,27960,NULL
105330,27969,NULL
134811,27974,NULL
196219,27991,NULL
477039,27991,NULL
232423,27996,NULL
217721,28000,NULL
196079,28010,NULL
174154,28018,NULL
203739,28027,NULL
232919,28062,NULL
153320,28069,NULL
446233,28103,NULL
441788,28116,NULL
215266,28132,NULL
145497,28145,NULL
111188,28149,NULL
486558,28153,NULL
133979,28157,NULL
495031,28160,NULL
201177,28163,NULL
133465,28179,NULL
161299,28208,NULL
183080,28222,NULL
157289,28247,NULL
206394,28267,NULL
449612,28268,NULL
233684,28284,NULL
430184,28284,NULL
443766,28284,NULL
443784,28284,NULL
449038,28284,NULL
450377,28284,NULL
453215,28284,NULL
458919,28284,NULL
458964,28284,NULL
458973,28284,NULL
459994,28284,NULL
129002,28290,NULL
427973,28300,NULL
198862,28312,NULL
207856,28315,NULL
232681,28327,NULL
222938,28348,NULL
439792,28348,NULL
408844,28378,NULL
251312,28397,NULL
449898,28397,NULL
213349,28414,NULL
460020,28423,NULL
213020,28442,NULL
441487,28444,NULL
157793,28469,NULL
217749,28498,NULL
459842,28529,NULL
440059,28530,NULL
166692,28602,NULL
218663,28602,NULL
171100,28626,NULL
455257,28660,NULL
447935,28675,NULL
434539,28699,NULL
139861,28707,NULL
130943,28708,NULL
153861,28730,NULL
245953,28755,NULL
449524,28755,NULL
130174,28757,NULL
101116,28761,NULL
200484,28799,NULL
203720,28813,NULL
232566,28821,NULL
183062,28880,NULL
166638,28910,NULL
110422,28927,NULL
167987,28948,NULL
205179,29004,NULL
480569,29005,NULL
200785,29020,NULL
149222,29023,NULL
483647,29032,NULL
446127,29034,NULL
474890,29067,NULL
220118,29102,NULL
186201,29130,NULL
186371,29130,NULL
240392,29140,NULL
490878,29155,NULL
117104,29158,NULL
491765,29164,NULL
166513,29174,NULL
480073,29177,NULL
216010,29182,NULL
126605,29204,NULL
215974,29214,NULL
444565,29222,NULL
157021,29245,NULL
218964,29266,NULL
459851,29268,NULL
139755,29291,NULL
197285,29294,NULL
218821,29320,NULL
153302,29368,NULL
144883,29370,NULL
377342,29426,NULL
147369,29460,NULL
451370,29460,NULL
444255,29476,NULL
232797,29482,NULL
363439,29495,NULL
204857,29534,NULL
217819,29545,NULL
217606,29554,NULL
166674,29569,NULL
207500,29577,NULL
140340,29587,NULL
196583,29610,NULL
214476,29630,NULL
456481,29670,NULL
196103,29680,NULL
199643,29686,NULL
421832,29708,NULL
193016,29754,NULL
230621,29757,NULL
171128,29765,NULL
205559,29771,NULL
454616,29783,NULL
487603,29793,NULL
153977,29813,NULL
220002,29827,NULL
233611,29875,NULL
441229,29878,NULL
405854,29881,NULL
368443,29884,NULL
228723,29920,NULL
458982,29968,NULL
482556,29978,NULL
238324,30000,NULL
218733,30015,NULL
100751,30016,NULL
133809,30016,NULL
260992,30021,NULL
217864,30022,NULL
107877,30063,NULL
485263,30080,NULL
457925,30081,NULL
456454,30105,NULL
445762,30111,NULL
231651,30136,NULL
130183,30161,NULL
157085,30178,NULL
200217,30194,NULL
458496,30201,NULL
132602,30219,NULL
237640,30222,NULL
145637,30302,NULL
198598,30302,NULL
101365,30319,NULL
386472,30319,NULL
433536,30319,NULL
217484,30339,NULL
176628,30366,NULL
165884,30386,NULL
458681,30406,NULL
197142,30460,NULL
219383,30472,NULL
147129,30504,NULL
199458,30542,NULL
233329,30560,NULL
110671,30561,NULL
185174,30570,NULL
181853,30571,NULL
155496,30594,NULL
174525,30607,NULL
458140,30607,NULL
177968,30609,NULL
163912,30610,NULL
180878,30615,NULL
441496,30634,NULL
186876,30721,NULL
154855,30742,NULL
366252,30759,NULL
178697,30764,NULL
139579,30800,NULL
447458,30819,NULL
452124,30882,NULL
170976,30926,NULL
183488,30941,NULL
195289,30975,NULL
219718,30992,NULL
490054,31004,NULL
126614,31034,NULL
206817,31050,NULL
439738,31113,NULL
145813,31124,NULL
441636,31136,NULL
260789,31158,NULL
478634,31177,NULL
377458,31228,NULL
460899,31237,NULL
181604,31250,NULL
212045,31259,NULL
102845,31263,NULL
487524,31303,NULL
169479,31321,NULL
191621,31358,NULL
202435,31362,NULL
232016,31373,NULL
104717,31376,NULL
494171,31406,NULL
243823,31420,NULL
448354,31435,NULL
487658,31459,NULL
185828,31511,NULL
220613,31522,NULL
366261,31539,NULL
460385,31578,NULL
139630,31589,NULL
121275,31593,NULL
107044,31647,NULL
206279,31656,NULL
459259,31674,NULL
459268,31674,NULL
181297,31690,NULL
438151,31726,NULL
432384,31731,NULL
231712,31733,NULL
166629,31749,NULL
175227,31769,NULL
216782,31786,NULL
465812,31805,NULL
172866,31816,NULL
146676,31844,NULL
228468,31865,NULL
447847,31877,NULL
139205,31902,NULL
224776,31913,NULL
197984,31943,NULL
191959,31955,NULL
234030,31983,NULL
203386,31986,NULL
221759,32010,NULL
189811,32020,NULL
186380,32022,NULL
378576,32037,NULL
199069,32055,NULL
199582,32073,NULL
234164,32082,NULL
494162,32131,NULL
210304,32176,NULL
100858,32196,NULL
482653,32209,NULL
217882,32254,NULL
177436,32265,NULL
377449,32283,NULL
101541,32380,NULL
112394,32382,NULL
234085,32420,NULL
399869,32441,NULL
434432,32444,NULL
196389,32502,NULL
262086,32504,NULL
100937,32514,NULL
198871,32557,NULL
201964,32568,NULL
213473,32583,NULL
143288,32584,NULL
449764,32644,NULL
427982,32653,NULL
173328,32686,NULL
437750,32708,NULL
131876,32710,NULL
247065,32717,NULL
159391,32724,NULL
184959,32742,NULL
195173,32776,NULL
404994,32791,NULL
217059,32801,NULL
489344,32833,NULL
492759,32833,NULL
482185,32880,NULL
138813,32980,NULL
170967,33013,NULL
182148,33039,NULL
230889,33048,NULL
449700,33054,NULL
157535,33068,NULL
177117,33080,NULL
188669,33094,NULL
183275,33111,NULL
195784,33112,NULL
451820,33114,NULL
482635,33151,NULL
171881,33168,NULL
111966,33171,NULL
217934,33178,NULL
221731,33219,NULL
216339,33226,NULL
110680,33240,NULL
215415,33287,NULL
141237,33299,NULL
420024,33301,NULL
183789,33412,NULL
158802,33421,NULL
212993,33421,NULL
198756,33444,NULL
196592,33523,NULL
439969,33552,NULL
129154,33558,NULL
487375,33581,NULL
483504,33599,NULL
490975,33604,NULL
133872,33648,NULL
452373,33660,NULL
458034,33660,NULL
446640,33717,NULL
162210,33721,NULL
224244,33724,NULL
414595,33724,NULL
454245,33769,NULL
486938,33769,NULL
201104,33775,NULL
217873,33777,NULL
204024,33805,NULL
211024,33826,NULL
217961,33858,NULL
129020,33896,NULL
195191,33896,NULL
183044,33940,NULL
495767,33960,NULL
215293,33964,NULL
190114,34022,NULL
466930,34047,NULL
234076,34094,NULL
220206,34108,NULL
138868,34160,NULL
482468,34215,NULL
155070,34250,NULL
228325,34268,NULL
482547,34274,NULL
138761,34282,NULL
138275,34297,NULL
454227,34316,NULL
154518,34318,NULL
102669,34350,NULL
110653,34355,NULL
485856,34357,NULL
140988,34403,NULL
485272,34417,NULL
197045,34427,NULL
221892,34473,NULL
157100,34496,NULL
200156,34565,NULL
482608,34602,NULL
428170,34623,NULL
193609,34660,NULL
480204,34698,NULL
231174,34707,NULL
197993,34755,NULL
107558,34832,NULL
172440,34832,NULL
101189,34835,NULL
250744,34883,NULL
176053,34918,NULL
482574,34949,NULL
141325,34952,NULL
184782,34987,NULL
445188,35005,NULL
164872,35044,NULL
219295,35087,NULL
220215,35099,NULL
195544,35122,NULL
191205,35154,NULL
152497,35199,NULL
232618,35218,NULL
229780,35240,NULL
179326,35243,NULL
454236,35261,NULL
495837,35279,NULL
169761,35295,NULL
112570,35331,NULL
189228,35385,NULL
178369,35425,NULL
440794,35425,NULL
182917,35456,NULL
110662,35497,NULL
187134,35502,NULL
482422,35510,NULL
110644,35532,NULL
482477,35603,NULL
215637,35640,NULL
143118,35658,NULL
482431,35697,NULL
170806,35736,NULL
215691,35805,NULL
133711,35809,NULL
170037,35814,NULL
221661,35820,NULL
134237,35865,NULL
110714,35925,NULL
455558,35938,NULL
215381,35948,NULL
217776,35949,NULL
433004,35965,NULL
175421,35975,NULL
385619,35979,NULL
169327,35998,NULL
216542,36036,NULL
126775,36107,NULL
177542,36128,NULL
181738,36243,NULL
210492,36254,NULL
460482,36265,NULL
187000,36332,NULL
220631,36365,NULL
160904,36391,NULL
110705,36492,NULL
213400,36544,NULL
493619,36614,NULL
486123,36702,NULL
150677,36725,NULL
161208,36834,NULL
192925,36840,NULL
172033,36882,NULL
214166,36886,NULL
101693,36890,NULL
156356,36939,NULL
217925,36979,NULL
482538,37012,NULL
207324,37015,NULL
217013,37019,NULL
212984,37020,NULL
490285,37028,NULL
445692,37059,NULL
177339,37127,NULL
198303,37161,NULL
226383,37198,NULL
205054,37201,NULL
230977,37256,NULL
486956,37272,NULL
482459,37295,NULL
141185,37297,NULL
205391,37325,NULL
485698,37384,NULL
446048,37423,NULL
216694,37431,NULL
207254,37437,NULL
482617,37460,NULL
220181,37482,NULL
101435,37483,NULL
203757,37498,NULL
149639,37584,NULL
174437,37644,NULL
152099,37683,NULL
140252,37684,NULL
177065,37709,NULL
101912,37764,NULL
218441,37771,NULL
482413,37829,NULL
493813,37837,NULL
144971,37986,NULL
442356,38003,NULL
215053,38043,NULL
219790,38061,NULL
160409,38070,NULL
157757,38163,NULL
124292,38164,NULL
157216,38208,NULL
212869,38276,NULL
206862,38327,NULL
154590,38337,NULL
150251,38363,NULL
239080,38372,NULL
219949,38392,NULL
179548,38435,NULL
169716,38440,NULL
216940,38460,NULL
150941,38461,NULL
417910,38480,NULL
156365,38502,NULL
164641,38507,NULL
173142,38528,NULL
194161,38589,NULL
219091,38617,NULL
206507,38642,NULL
141486,38649,NULL
224527,38749,NULL
190716,38790,NULL
233718,38835,NULL
137032,38890,NULL
131450,38892,NULL
475732,38903,NULL
212656,38941,NULL
177083,38960,NULL
110635,39016,NULL
138947,39194,NULL
130989,39197,NULL
213303,39200,NULL
189705,39217,NULL
204200,39248,NULL
137564,39276,NULL
231554,39307,NULL
151801,39347,NULL
236896,39354,NULL
482440,39364,NULL
147679,39373,NULL
157863,39439,NULL
221953,39440,NULL
475635,39471,NULL
172264,39539,NULL
231624,39595,NULL
149028,39624,NULL
209241,39700,NULL
385503,39734,NULL
205957,39788,NULL
153375,39864,NULL
155089,39879,NULL
140872,39983,NULL
137272,40000,NULL
150145,40149,NULL
151290,40161,NULL
157076,40177,NULL
217688,40177,NULL
107512,40200,NULL
177144,40296,NULL
210571,40300,NULL
155937,40406,NULL
219806,40422,NULL
132842,40503,NULL
488785,40522,NULL
162061,40538,NULL
178244,40548,NULL
180258,40556,NULL
232557,40567,NULL
220701,40576,NULL
131098,40704,NULL
135081,40713,NULL
238193,40724,NULL
146339,40737,NULL
102377,40750,NULL
227331,40753,NULL
152336,40759,NULL
107141,40774,NULL
117751,40783,NULL
180595,40804,NULL
240107,40825,NULL
199032,40841,NULL
155177,40861,NULL
206835,40883,NULL
190725,40900,NULL
177418,40906,NULL
161563,40911,NULL
177214,40913,NULL
205203,40938,NULL
168740,40948,NULL
140818,40949,NULL
145372,40959,NULL
219198,41044,NULL
206048,41055,NULL
157377,41077,NULL
165644,41194,NULL
119270,41195,NULL
174862,41227,NULL
166054,41282,NULL
179964,41310,NULL
216047,41324,NULL
225548,41336,NULL
148627,41360,NULL
106342,41396,NULL
188696,41453,NULL
172334,41548,NULL
185679,41561,NULL
155335,41633,NULL
142887,41648,NULL
238078,41651,NULL
204264,41716,NULL
215114,41762,NULL
226587,41764,NULL
493479,41772,NULL
430485,41774,NULL
148131,41831,NULL
458210,41865,NULL
460756,41885,NULL
228042,41896,NULL
171492,41997,NULL
157809,42003,NULL
142461,42068,NULL
218238,42137,NULL
155812,42175,NULL
228981,42208,NULL
237358,42233,NULL
247153,42276,NULL
201654,42318,NULL
218414,42320,NULL
228149,42354,NULL
217907,42395,NULL
156213,42462,NULL
161572,42474,NULL
204617,42524,NULL
225247,42530,NULL
152381,42591,NULL
