Unit_Id,Institution_name,foreign_2018,total_2018,foreign_2019,total_2019,foreign_2020,total_2020,intl_ratio_2018,intl_ratio_2019,intl_ratio_2020
228246,Southern Methodist University,75,1530,80,1544,44,1531,0.049019607843137254,0.05181347150259067,0.028739386022207707
110644,University of California-Davis,1290,6393,848,5957,1101,6144,0.20178320037541062,0.14235353365788148,0.17919921875
111948,Chapman University,80,1660,82,1768,62,1586,0.048192771084337352,0.046380090497737558,0.039092055485498108
122597,San Francisco State University,106,4287,85,3694,48,2779,0.024725915558665733,0.023010286951813751,0.017272400143936668
229115,Texas Tech University,111,6171,91,6145,73,6522,0.017987360233349538,0.014808787632221317,0.011192885617908616
153384,Grinnell College,80,463,91,459,53,365,0.17278617710583152,0.19825708061002179,0.14520547945205478
133553,Embry-Riddle Aeronautical University-Daytona Beach,93,1418,96,1710,74,1499,0.065585331452750348,0.056140350877192984,0.049366244162775186
202523,Denison University,106,654,97,625,122,605,0.1620795107033639,0.1552,0.20165289256198346
110583,California State University-Long Beach,86,4912,102,5161,63,4908,0.017508143322475571,0.019763611703158303,0.012836185819070905
110635,University of California-Berkeley,847,6012,872,6454,779,6117,0.14088489687292083,0.13511000929656028,0.12735000817394149
125471,West Los Angeles College,118,1344,105,1481,80,1147,0.087797619047619041,0.070898041863605668,0.069747166521360066
137847,The University of Tampa,123,2164,113,2184,57,2069,0.056839186691312382,0.051739926739926737,0.027549540840985983
223232,Baylor University,116,3366,114,3307,114,3731,0.0344622697563874,0.034472331418203807,0.030554811042615922
129020,University of Connecticut,381,3749,371,3603,333,3825,0.10162710056014937,0.10296974743269498,0.087058823529411758
137032,Saint Leo University,55,561,116,782,66,729,0.098039215686274508,0.14833759590792839,0.090534979423868317
182670,Dartmouth College,128,1167,120,1190,112,1057,0.10968294772922023,0.10084033613445378,0.10596026490066225
131469,George Washington University,308,2845,376,2619,162,1978,0.10826010544815466,0.14356624665903017,0.081900910010111225
110671,University of California-Riverside,106,4535,121,4769,89,4852,0.023373759647188533,0.02537219542881107,0.018342951360263808
172699,Western Michigan University,88,3023,122,2919,65,2618,0.029110155474694012,0.041795135320315174,0.024828113063407181
110705,University of California-Santa Barbara,707,5094,891,4935,424,4847,0.13879073419709462,0.18054711246200608,0.0874767897668661
240444,University of Wisconsin-Madison,567,6862,637,7550,561,7306,0.082628971145438643,0.084370860927152319,0.076786203120722693
199193,North Carolina State University at Raleigh,145,4952,126,4873,74,4747,0.029281098546042002,0.025856761748409604,0.015588792921845377
137096,Santa Fe College,138,2722,126,3066,34,2251,0.050698016164584865,0.0410958904109589,0.015104398045313194
227757,Rice University,130,958,131,961,102,993,0.13569937369519833,0.13631633714880334,0.1027190332326284
122409,San Diego State University,233,5750,134,5275,127,4852,0.040521739130434782,0.025402843601895736,0.026174773289365211
204796,Ohio State University-Main Campus,942,7944,646,7716,340,8679,0.11858006042296072,0.083722135821669263,0.039175020163613322
131496,Georgetown University,153,1621,136,1582,138,1584,0.09438618136952498,0.085967130214917822,0.087121212121212127
163295,Maryland Institute College of Art,114,425,136,405,53,289,0.26823529411764707,0.33580246913580247,0.18339100346020762
108232,Academy of Art University,129,570,138,803,65,794,0.22631578947368422,0.17185554171855541,0.0818639798488665
225511,University of Houston,170,5198,139,5680,110,5225,0.032704886494805692,0.024471830985915492,0.021052631578947368
140951,Savannah College of Art and Design,459,2759,396,2769,292,2128,0.16636462486408118,0.14301191765980498,0.13721804511278196
199847,Wake Forest University,175,1421,141,1360,134,1452,0.12315270935960591,0.1036764705882353,0.092286501377410471
490133,Westcliff University,93,105,149,215,51,131,0.88571428571428568,0.69302325581395352,0.38931297709923662
155317,University of Kansas,180,4164,150,4125,106,3829,0.043227665706051875,0.036363636363636362,0.02768346826847741
486840,Kennesaw State University,124,4783,153,6533,116,8018,0.025925151578507211,0.023419562222562376,0.014467448241456722
228769,The University of Texas at Arlington,147,3572,153,3707,102,3900,0.041153415453527437,0.041273266792554629,0.026153846153846153
134130,University of Florida,443,6792,412,6526,279,6333,0.065223792697290936,0.063132087036469511,0.044054950260540029
110714,University of California-Santa Cruz,572,3695,416,3713,146,4194,0.15480378890392421,0.1120387826555346,0.034811635670004767
181464,University of Nebraska-Lincoln,231,4816,169,4775,94,4771,0.047965116279069769,0.035392670157068061,0.019702368476210437
201885,University of Cincinnati-Main Campus,166,5329,173,5480,178,5242,0.031150309626571591,0.03156934306569343,0.033956505150705835
215293,University of Pittsburgh-Pittsburgh Campus,188,4126,173,4026,93,4230,0.045564711585070285,0.042970690511674119,0.02198581560283688
152080,University of Notre Dame,176,2070,175,2051,145,2193,0.085024154589371986,0.085324232081911269,0.066119471044231645
199120,University of North Carolina at Chapel Hill,199,4327,178,4182,170,4445,0.045990293505893232,0.042563366810138691,0.038245219347581551
117946,Loyola Marymount University,143,1512,178,1467,112,1468,0.094576719576719578,0.12133605998636673,0.076294277929155316
