state_rank,Unit_Id,Institution_name,foreign_2018,total_2018,foreign_2019,total_2019,foreign_2020,total_2020,intl_ratio_2018,intl_ratio_2019,intl_ratio_2020,ADDR,CITY,STABBR,ZIP,LONGITUD,LATITUDE,COSTT4_A,COSTT4_P,total_cost
3,227757,Rice University,130,958,131,961,102,993,0.13569937369519833,0.13631633714880334,0.1027190332326284,6100 S Main St,Houston,TX,77005-1827,-95.402035,29.717897,67102,0,268408
3,225511,University of Houston,170,5198,139,5680,110,5225,0.032704886494805692,0.024471830985915492,0.021052631578947368,212 E. Cullen Building,Houston,TX,77204-2018,-95.343537,29.720393,23361,0,93444
3,228769,The University of Texas at Arlington,147,3572,153,3707,102,3900,0.041153415453527437,0.041273266792554629,0.026153846153846153,701 S. Nedderman Dr.,Arlington,TX,76013,-97.11296,32.729718,23902,0,95608
3,227216,University of North Texas,238,4875,194,5613,206,5304,0.048820512820512821,0.0345626224835204,0.038838612368024134,1501 W.Chestnut Ave.,Denton,TX,76203-1277,-97.148422,33.211178,23770,0,95080
3,228796,The University of Texas at El Paso,181,3422,206,3616,161,3344,0.052893045002922266,0.056969026548672565,0.048145933014354068,500 W. University Ave,El Paso,TX,79968-0691,-106.504098,31.77015,18291,0,73164
3,228778,The University of Texas at Austin,309,8960,253,8170,305,8459,0.034486607142857145,0.030966952264381883,0.036056271426882613,110 Inner Campus Drive,Austin,TX,78705,-97.738273,30.282825,27397,0,109588
3,229063,Texas Southern University,21,1607,9,1475,1,724,0.013067828251400125,0.0061016949152542374,0.0013812154696132596,3100 Cleburne St,Houston,TX,77004,-95.361113,29.721046,23173,0,92692
3,229179,Texas Woman's University,2,1244,4,1301,2,1130,0.0016077170418006431,0.0030745580322828594,0.0017699115044247787,304 Administration Dr,Denton,TX,76204,-97.127842,33.226211,19418,0,77672
3,229780,Wayland Baptist University,9,315,3,249,3,298,0.028571428571428571,0.012048192771084338,0.010067114093959731,1900 W 7th St.,Plainview,TX,79072,-101.730042,34.187677,35240,0,140960
3,226383,Lubbock Christian University,4,294,12,282,3,280,0.013605442176870748,0.0425531914893617,0.010714285714285714,5601 19th Street,Lubbock,TX,79407-2099,-101.934426,33.575973,37198,0,148792
3,225575,Huston-Tillotson University,2,223,1,204,4,169,0.0089686098654708519,0.0049019607843137254,0.023668639053254437,900 Chicon St,Austin,TX,78702-2795,-97.721691,30.264667,24148,0,96592
3,225432,University of Houston-Downtown,7,1068,9,1467,4,1491,0.0065543071161048693,0.0061349693251533744,0.0026827632461435278,1 Main Street,Houston,TX,77002-1014,-95.359338,29.7661,20995,0,83980
3,227881,Sam Houston State University,14,2883,18,2928,5,2843,0.0048560527228581341,0.0061475409836065573,0.0017587055926837848,1806 Ave J,Huntsville,TX,77340,-95.546205,30.714738,22885,0,91540
3,228705,Texas A & M University-Kingsville,14,1251,9,987,6,1055,0.011191047162270184,0.00911854103343465,0.0056872037914691941,955 University Blvd,Kingsville,TX,78363,-97.882387,27.525168,22645,0,90580
3,228529,Tarleton State University,6,2161,5,2073,7,2274,0.0027764923646459972,0.00241196333815726,0.0030782761653474055,1333 W. Washington,Stephenville,TX,76401-0000,-98.214866,32.214988,22730,0,90920
3,222983,Austin College,5,435,5,378,7,340,0.011494252873563218,0.013227513227513227,0.020588235294117647,900 N Grand Ave,Sherman,TX,75090-4400,-96.596331,33.646345,56377,0,225508
3,225247,Hardin-Simmons University,9,484,9,479,7,454,0.01859504132231405,0.018789144050104383,0.015418502202643172,2200 Hickory,Abilene,TX,79698-0001,-99.73564,32.476434,42530,0,170120
3,225502,University of Houston-Victoria,14,358,13,367,7,266,0.039106145251396648,0.035422343324250684,0.026315789473684209,3007 N. Ben Wilson,Victoria,TX,77901,-96.976334,28.816248,19441,0,77764
3,229018,The University of Texas of the Permian Basin,12,384,15,402,13,559,0.03125,0.037313432835820892,0.023255813953488372,4901 E University,Odessa,TX,79762-0001,-102.329634,31.889509,17323,0,69292
3,227526,Prairie View A & M University,8,2177,5,1727,14,1882,0.0036747818098300414,0.0028951939779965257,0.0074388947927736451,FM 1098 Road & University Drive,Prairie View,TX,77446,-95.989475,30.092425,25164,0,100656
3,224147,Texas A & M University-Corpus Christi,29,2050,34,1915,14,1612,0.014146341463414635,0.017754569190600523,0.0086848635235732014,6300 Ocean Dr.,Corpus Christi,TX,78412-5503,-97.32395,27.713723,22459,0,89836
3,228802,The University of Texas at Tyler,46,907,39,843,16,1065,0.050716648291069456,0.046263345195729534,0.015023474178403756,3900 University Blvd,Tyler,TX,75799-6699,-95.254337,32.315772,20730,0,82920
3,222831,Angelo State University,41,1536,20,1436,17,1279,0.026692708333333332,0.013927576601671309,0.013291634089132134,2601 W. Avenue N,San Angelo,TX,76909,-100.465051,31.440914,19810,0,79240
3,222178,Abilene Christian University,8,924,19,932,23,859,0.008658008658008658,0.0203862660944206,0.026775320139697321, ,Abilene,TX,79699,-99.709797,32.468943,51577,0,206308
3,229267,Trinity University,27,690,34,646,23,634,0.0391304347826087,0.052631578947368418,0.036277602523659309,One Trinity Place,San Antonio,TX,78212-7200,-98.48186,29.462682,60664,0,242656
3,227845,Saint Edward's University,32,804,32,697,25,595,0.039800995024875621,0.045911047345767578,0.042016806722689079,3001 S Congress Ave,Austin,TX,78704-6489,-97.754998,30.229618,61707,0,246828
3,228149,St. Mary's University,36,640,19,545,26,514,0.05625,0.034862385321100919,0.050583657587548639,One Camino Santa Maria,San Antonio,TX,78228,-98.562778,29.453244,42354,0,169416
3,222992,Austin Community College District,106,5331,92,5505,33,4720,0.019883699118364285,0.016712079927338783,0.0069915254237288135,5930 Middle Fiskville Rd,Austin,TX,78752,-97.712505,30.322744,11821,0,47284
3,229027,The University of Texas at San Antonio,68,4984,57,4599,38,5333,0.013643659711075442,0.012393998695368558,0.0071254453403337709,One UTSA Circle,San Antonio,TX,78249-1644,-98.620657,29.583709,18923,0,75692
3,228787,The University of Texas at Dallas,119,3862,88,4073,45,3476,0.030813050233039877,0.0216056960471397,0.012945914844649022,800 West Campbell  Road,Richardson,TX,75080-3021,-96.749702,32.984673,27120,0,108480
19,230807,Westminster College,13,438,9,283,28,180,0.029680365296803651,0.031802120141342753,0.15555555555555556,1840 South 1300 East,Salt Lake City,UT,84105,-111.855757,40.730779,49060,0,196240
19,230597,Snow College,71,1512,67,1433,36,1469,0.046957671957671955,0.046755059316120028,0.024506466984343091,150 E College Ave,Ephraim,UT,84627,-111.58296,39.360177,12322,0,49288
19,230764,University of Utah,152,4256,226,4249,187,4483,0.035714285714285712,0.053188985643680867,0.041713138523310281,"201 Presidents Circle, ROOM 201",Salt Lake City,UT,84112-9008,-111.846044,40.762484,20303,0,81212
19,230728,Utah State University,32,4429,28,4411,14,4547,0.0072251072476857076,0.0063477669462706872,0.003078953155926985,Old Main Hill,Logan,UT,84322-1400,-111.81391,41.740748,19886,0,79544
33,230834,Castleton University,15,424,7,397,10,298,0.035377358490566037,0.017632241813602016,0.033557046979865772,62 Alumni Dr,Castleton,VT,5735,-73.180842,43.608397,24841,0,99364
33,231174,University of Vermont,26,2531,25,2636,21,2487,0.010272619517977083,0.0094840667678300454,0.0084439083232810616,85 S Prospect St,Burlington,VT,05405-0160,-73.196646,44.477325,34707,0,138828
33,230959,Middlebury College,7,628,71,605,54,602,0.011146496815286623,0.11735537190082644,0.089700996677740868,Old Chapel,Middlebury,VT,5753,-73.176068,44.009117,74248,0,296992
8,236328,University of Puget Sound,5,653,5,615,3,393,0.007656967840735069,0.008130081300813009,0.0076335877862595417,1500 N. Warner Street,Tacoma,WA,98416,-122.478982,47.26308,68072,0,272288
8,234827,Central Washington University,19,2072,22,2172,8,1723,0.00916988416988417,0.010128913443830571,0.0046430644225188625,400 East University Way,Ellensburg,WA,98926-7501,-120.538368,47.002687,24008,0,96032
8,236896,Walla Walla University,11,404,12,423,9,281,0.027227722772277228,0.028368794326241134,0.032028469750889681,204 S College Ave,College Place,WA,99324-1198,-118.389555,46.048088,39354,0,157416
8,237066,Whitworth University,19,696,31,683,10,607,0.027298850574712645,0.045387994143484628,0.016474464579901153,300 W Hawthorne Rd,Spokane,WA,99251,-117.416714,47.753358,60359,0,241436
8,236595,Seattle University,21,1083,15,930,14,805,0.019390581717451522,0.016129032258064516,0.017391304347826087,900 Broadway,Seattle,WA,98122-4340,-122.318851,47.608859,63439,0,253756
8,237057,Whitman College,31,426,50,425,45,294,0.072769953051643188,0.11764705882352941,0.15306122448979592,345 Boyer Ave,Walla Walla,WA,99362,-118.331546,46.069815,69532,0,278128
8,236939,Washington State University,78,5164,57,4812,45,4191,0.015104570100697134,0.011845386533665835,0.010737294201861132,French Administration Building,Pullman,WA,99164-5910,-117.158168,46.730448,26068,0,104272
12,240453,University of Wisconsin-Milwaukee,57,3983,52,3761,47,3249,0.014310820989204118,0.013826110077107153,0.014465989535241613,2200 E Kenwood Blvd,Milwaukee,WI,53211,-87.880488,43.076848,21984,0,87936
12,240365,University of Wisconsin-Oshkosh,41,2406,54,2165,44,1854,0.017040731504571905,0.024942263279445726,0.023732470334412083,800 Algoma Blvd,Oshkosh,WI,54901,-88.549369,44.026206,18125,0,72500
12,239017,Lawrence University,55,400,59,386,42,377,0.1375,0.15284974093264247,0.11140583554376658,College Ave,Appleton,WI,54911,-88.397822,44.261323,62166,0,248664
12,240444,University of Wisconsin-Madison,567,6862,637,7550,561,7306,0.082628971145438643,0.084370860927152319,0.076786203120722693,500 Lincoln Dr,Madison,WI,53706-1380,-89.404098,43.075409,26393,0,105572
12,240471,University of Wisconsin-River Falls,10,1314,5,1203,2,1088,0.0076103500761035,0.0041562759767248547,0.001838235294117647,410 S 3rd St,River Falls,WI,54022-5001,-92.622641,44.8534,17971,0,71884
12,240329,University of Wisconsin-La Crosse,3,2179,8,2203,2,2141,0.0013767783386874712,0.003631411711302769,0.00093414292386735165,1725 State St,La Crosse,WI,54601-9959,-91.23186,43.81568,17514,0,70056
12,240462,University of Wisconsin-Platteville,34,1672,15,1494,4,1389,0.02033492822966507,0.010040160642570281,0.0028797696184305254,1 University Plaza,Platteville,WI,53818-3099,-90.48622,42.733451,18670,0,74680
12,240374,University of Wisconsin-Parkside,8,646,6,657,5,541,0.01238390092879257,0.0091324200913242,0.009242144177449169,900 Wood Rd,Kenosha,WI,53144,-87.855231,42.647718,16320,0,65280
12,239716,Saint Norbert College,1,620,6,538,5,458,0.0016129032258064516,0.011152416356877323,0.010917030567685589,100 Grant St,De Pere,WI,54115-2099,-88.067812,44.44483,51383,0,205532
12,240417,University of Wisconsin-Stout,14,1406,17,1491,5,1332,0.00995732574679943,0.011401743796109993,0.0037537537537537537,712 S Broadway St,Menomonie,WI,54751,-91.926653,44.873187,19704,0,78816
12,240189,University of Wisconsin-Whitewater,12,2180,11,2119,6,2055,0.0055045871559633031,0.0051911278905143934,0.00291970802919708,800 W Main St,Whitewater,WI,53190-1790,-88.742368,42.835563,18252,0,73008
12,239318,Milwaukee School of Engineering,17,597,17,582,6,573,0.028475711892797319,0.029209621993127148,0.010471204188481676,1025 N Broadway,Milwaukee,WI,53202-3109,-87.907691,43.045364,53885,0,215540
12,238430,Cardinal Stritch University,1,131,31,139,6,77,0.0076335877862595417,0.22302158273381295,0.07792207792207792,6801 N Yates Rd,Milwaukee,WI,53217-3985,-87.909045,43.139752,44172,0,176688
12,240268,University of Wisconsin-Eau Claire,16,2477,26,2433,8,2258,0.006459426725878078,0.010686395396629675,0.00354295837023915,105 Garfield Ave,Eau Claire,WI,54701,-91.501906,44.798284,20174,0,80696
12,240277,University of Wisconsin-Green Bay,22,1306,17,1346,12,1269,0.016845329249617153,0.012630014858841011,0.0094562647754137114,2420 Nicolet Dr,Green Bay,WI,54311-7001,-87.919973,44.532298,17509,0,70036
12,240426,University of Wisconsin-Superior,45,326,35,327,17,276,0.13803680981595093,0.10703363914373089,0.061594202898550728,1605 Catlin Ave,Superior,WI,54880-4500,-92.091007,46.717629,18731,0,74924
12,239105,Marquette University,29,2164,33,1977,32,1651,0.013401109057301294,0.016691957511380879,0.019382192610539067,1250 W Wisconsin Avenue,Milwaukee,WI,53233,-87.927961,43.03903,59725,0,238900
29,237312,University of Charleston,31,305,29,282,34,294,0.10163934426229508,0.10283687943262411,0.11564625850340136,"2300 MacCorkle Avenue,  SE",Charleston,WV,25304,-81.616244,38.333367,43829,0,175316
29,238032,West Virginia University,81,4732,73,4949,39,4494,0.017117497886728655,0.014750454637300466,0.008678237650200267,PO Box 6201,Morgantown,WV,26506,-79.954391,39.634371,22680,0,90720
29,237792,Shepherd University,4,593,6,494,1,523,0.0067453625632377737,0.012145748987854251,0.0019120458891013384,301 North King St,Shepherdstown,WV,25443,-77.804101,39.433071,17759,0,71036
29,237701,Potomac State College of West Virginia University,3,537,5,469,2,400,0.00558659217877095,0.010660980810234541,0.005,101 Fort Ave,Keyser,WV,26726,-78.981441,39.438323,14947,0,59788
29,237330,Concord University,21,430,16,372,3,383,0.048837209302325581,0.043010752688172046,0.007832898172323759,1000 Vermillion Street,Athens,WV,24712,-81.006696,37.423723,16824,0,67296
29,237969,West Virginia Wesleyan College,20,323,17,326,5,258,0.061919504643962849,0.052147239263803678,0.01937984496124031,59 College Ave,Buckhannon,WV,26201-2994,-80.218969,38.990661,46187,0,184748
29,237525,Marshall University,13,1681,15,1769,12,1728,0.0077334919690660317,0.0084793668739400786,0.0069444444444444441,1 John Marshall Dr,Huntington,WV,25755,-82.428964,38.422482,19586,0,78344
29,237950,West Virginia University Institute of Technology,10,367,15,321,17,282,0.027247956403269755,0.046728971962616821,0.060283687943262408,512 South Kanawha Street,Beckley,WV,25801,-81.184072,37.775924,17464,0,69856
36,240727,University of Wyoming,23,1859,15,1760,20,1424,0.01237224314147391,0.0085227272727272721,0.014044943820224719,Corner of Ninth and Ivinson,Laramie,WY,82071,-105.57931,41.311773,20258,0,81032
5,133553,Embry-Riddle Aeronautical University-Daytona Beach,93,1418,96,1710,74,1499,0.065585331452750348,0.056140350877192984,0.049366244162775186,1 Aerospace Blvd.,Daytona Beach,FL,32114-3900,-81.048367,29.189903,54724,0,218896
5,426314,Embry-Riddle Aeronautical University-Worldwide,16,579,9,470,14,563,0.027633851468048358,0.019148936170212766,0.024866785079928951,1 Aerospace Blvd.,Daytona Beach,FL,32114-3900,-81.048367,29.189903,24124,0,96496
